date,name,issuer_type,issuer,note
07.06.07, Fronleichnam,LAND,BW,
21.03.08, Karfreitag,LAND,BW,
24.03.08, Ostermontag,LAND,BW,
01.05.08,Christi Himmelfahrt,LAND,BW,
12.05.08, Pfingstmontag,LAND,BW,
22.05.08, Fronleichnam,LAND,BW,
10.04.09, Karfreitag,LAND,BW,
13.04.09, Ostermontag,LAND,BW,
21.05.09,Christi Himmelfahrt,LAND,BW,
01.06.09, Pfingstmontag,LAND,BW,
11.06.09, Fronleichnam,LAND,BW,
02.04.10, Karfreitag,LAND,BW,
05.04.10, Ostermontag,LAND,BW,
13.05.10,Christi Himmelfahrt,LAND,BW,
24.05.10, Pfingstmontag,LAND,BW,
03.06.10, Fronleichnam,LAND,BW,
22.04.11, Karfreitag,LAND,BW,
25.04.11, Ostermontag,LAND,BW,
02.06.11,Christi Himmelfahrt,LAND,BW,
13.06.11, Pfingstmontag,LAND,BW,
23.06.11, Fronleichnam,LAND,BW,
06.04.12, Karfreitag,LAND,BW,
09.04.12, Ostermontag,LAND,BW,
17.05.12,Christi Himmelfahrt,LAND,BW,
28.05.12, Pfingstmontag,LAND,BW,
07.06.12, Fronleichnam,LAND,BW,
29.03.13, Karfreitag,LAND,BW,
01.04.13, Ostermontag,LAND,BW,
09.05.13,Christi Himmelfahrt,LAND,BW,
20.05.13, Pfingstmontag,LAND,BW,
30.05.13, Fronleichnam,LAND,BW,
18.04.14, Karfreitag,LAND,BW,
21.04.14, Ostermontag,LAND,BW,
29.05.14,Christi Himmelfahrt,LAND,BW,
09.06.14, Pfingstmontag,LAND,BW,
19.06.14, Fronleichnam,LAND,BW,
03.04.15, Karfreitag,LAND,BW,
06.04.15, Ostermontag,LAND,BW,
14.05.15,Christi Himmelfahrt,LAND,BW,
25.05.15, Pfingstmontag,LAND,BW,
04.06.15, Fronleichnam,LAND,BW,
25.03.16, Karfreitag,LAND,BW,
28.03.16, Ostermontag,LAND,BW,
05.05.16,Christi Himmelfahrt,LAND,BW,
16.05.16, Pfingstmontag,LAND,BW,
26.05.16, Fronleichnam,LAND,BW,
14.04.17, Karfreitag,LAND,BW,
17.04.17, Ostermontag,LAND,BW,
25.05.17,Christi Himmelfahrt,LAND,BW,
05.06.17, Pfingstmontag,LAND,BW,
15.06.17, Fronleichnam,LAND,BW,
30.03.18, Karfreitag,LAND,BW,
02.04.18, Ostermontag,LAND,BW,
10.05.18,Christi Himmelfahrt,LAND,BW,
21.05.18, Pfingstmontag,LAND,BW,
31.05.18, Fronleichnam,LAND,BW,
19.04.19, Karfreitag,LAND,BW,
22.04.19, Ostermontag,LAND,BW,
30.05.19,Christi Himmelfahrt,LAND,BW,
10.06.19, Pfingstmontag,LAND,BW,
20.06.19, Fronleichnam,LAND,BW,
10.04.20, Karfreitag,LAND,BW,
13.04.20, Ostermontag,LAND,BW,
21.05.20,Christi Himmelfahrt,LAND,BW,
01.06.20, Pfingstmontag,LAND,BW,
11.06.20, Fronleichnam,LAND,BW,
02.04.21, Karfreitag,LAND,BW,
05.04.21, Ostermontag,LAND,BW,
13.05.21,Christi Himmelfahrt,LAND,BW,
24.05.21, Pfingstmontag,LAND,BW,
03.06.21, Fronleichnam,LAND,BW,
15.04.22, Karfreitag,LAND,BW,
18.04.22, Ostermontag,LAND,BW,
26.05.22,Christi Himmelfahrt,LAND,BW,
06.06.22, Pfingstmontag,LAND,BW,
16.06.22, Fronleichnam,LAND,BW,
07.04.23, Karfreitag,LAND,BW,
10.04.23, Ostermontag,LAND,BW,
18.05.23,Christi Himmelfahrt,LAND,BW,
29.05.23, Pfingstmontag,LAND,BW,
08.06.23, Fronleichnam,LAND,BW,
29.03.24, Karfreitag,LAND,BW,
01.04.24, Ostermontag,LAND,BW,
09.05.24,Christi Himmelfahrt,LAND,BW,
20.05.24, Pfingstmontag,LAND,BW,
30.05.24, Fronleichnam,LAND,BW,
18.04.25, Karfreitag,LAND,BW,
21.04.25, Ostermontag,LAND,BW,
29.05.25,Christi Himmelfahrt,LAND,BW,
09.06.25, Pfingstmontag,LAND,BW,
19.06.25, Fronleichnam,LAND,BW,
03.04.26, Karfreitag,LAND,BW,
06.04.26, Ostermontag,LAND,BW,
14.05.26,Christi Himmelfahrt,LAND,BW,
25.05.26, Pfingstmontag,LAND,BW,
04.06.26, Fronleichnam,LAND,BW,
01.05.00,1. Mai,LAND,BW,
01.05.01,1. Mai,LAND,BW,
01.05.02,1. Mai,LAND,BW,
01.05.03,1. Mai,LAND,BW,
01.05.04,1. Mai,LAND,BW,
01.05.05,1. Mai,LAND,BW,
01.05.06,1. Mai,LAND,BW,
01.05.07,1. Mai,LAND,BW,
01.05.08,1. Mai,LAND,BW,
01.05.09,1. Mai,LAND,BW,
01.05.10,1. Mai,LAND,BW,
01.05.11,1. Mai,LAND,BW,
01.05.12,1. Mai,LAND,BW,
01.05.13,1. Mai,LAND,BW,
01.05.14,1. Mai,LAND,BW,
01.05.15,1. Mai,LAND,BW,
01.05.16,1. Mai,LAND,BW,
01.05.17,1. Mai,LAND,BW,
01.05.18,1. Mai,LAND,BW,
01.05.19,1. Mai,LAND,BW,
01.05.20,1. Mai,LAND,BW,
01.05.21,1. Mai,LAND,BW,
01.05.22,1. Mai,LAND,BW,
01.05.23,1. Mai,LAND,BW,
01.05.24,1. Mai,LAND,BW,
01.05.25,1. Mai,LAND,BW,
01.05.26,1. Mai,LAND,BW,
01.11.00,Allerheiligen,LAND,BW,
01.11.01,Allerheiligen,LAND,BW,
01.11.02,Allerheiligen,LAND,BW,
01.11.03,Allerheiligen,LAND,BW,
01.11.04,Allerheiligen,LAND,BW,
01.11.05,Allerheiligen,LAND,BW,
01.11.06,Allerheiligen,LAND,BW,
01.11.07,Allerheiligen,LAND,BW,
01.11.08,Allerheiligen,LAND,BW,
01.11.09,Allerheiligen,LAND,BW,
01.11.10,Allerheiligen,LAND,BW,
01.11.11,Allerheiligen,LAND,BW,
01.11.12,Allerheiligen,LAND,BW,
01.11.13,Allerheiligen,LAND,BW,
01.11.14,Allerheiligen,LAND,BW,
01.11.15,Allerheiligen,LAND,BW,
01.11.16,Allerheiligen,LAND,BW,
01.11.17,Allerheiligen,LAND,BW,
01.11.18,Allerheiligen,LAND,BW,
01.11.19,Allerheiligen,LAND,BW,
01.11.20,Allerheiligen,LAND,BW,
01.11.21,Allerheiligen,LAND,BW,
01.11.22,Allerheiligen,LAND,BW,
01.11.23,Allerheiligen,LAND,BW,
01.11.24,Allerheiligen,LAND,BW,
01.11.25,Allerheiligen,LAND,BW,
01.11.26,Allerheiligen,LAND,BW,
25.12.00,Erster Weihnachtstag,LAND,BW,
25.12.01,Erster Weihnachtstag,LAND,BW,
25.12.02,Erster Weihnachtstag,LAND,BW,
25.12.03,Erster Weihnachtstag,LAND,BW,
25.12.04,Erster Weihnachtstag,LAND,BW,
25.12.05,Erster Weihnachtstag,LAND,BW,
25.12.06,Erster Weihnachtstag,LAND,BW,
25.12.07,Erster Weihnachtstag,LAND,BW,
25.12.08,Erster Weihnachtstag,LAND,BW,
25.12.09,Erster Weihnachtstag,LAND,BW,
25.12.10,Erster Weihnachtstag,LAND,BW,
25.12.11,Erster Weihnachtstag,LAND,BW,
25.12.12,Erster Weihnachtstag,LAND,BW,
25.12.13,Erster Weihnachtstag,LAND,BW,
25.12.14,Erster Weihnachtstag,LAND,BW,
25.12.15,Erster Weihnachtstag,LAND,BW,
25.12.16,Erster Weihnachtstag,LAND,BW,
25.12.17,Erster Weihnachtstag,LAND,BW,
25.12.18,Erster Weihnachtstag,LAND,BW,
25.12.19,Erster Weihnachtstag,LAND,BW,
25.12.20,Erster Weihnachtstag,LAND,BW,
25.12.21,Erster Weihnachtstag,LAND,BW,
25.12.22,Erster Weihnachtstag,LAND,BW,
25.12.23,Erster Weihnachtstag,LAND,BW,
25.12.24,Erster Weihnachtstag,LAND,BW,
25.12.25,Erster Weihnachtstag,LAND,BW,
25.12.26,Erster Weihnachtstag,LAND,BW,
26.12.00,Zweiter Weihnachtstag,LAND,BW,
26.12.01,Zweiter Weihnachtstag,LAND,BW,
26.12.02,Zweiter Weihnachtstag,LAND,BW,
26.12.03,Zweiter Weihnachtstag,LAND,BW,
26.12.04,Zweiter Weihnachtstag,LAND,BW,
26.12.05,Zweiter Weihnachtstag,LAND,BW,
26.12.06,Zweiter Weihnachtstag,LAND,BW,
26.12.07,Zweiter Weihnachtstag,LAND,BW,
26.12.08,Zweiter Weihnachtstag,LAND,BW,
26.12.09,Zweiter Weihnachtstag,LAND,BW,
26.12.10,Zweiter Weihnachtstag,LAND,BW,
26.12.11,Zweiter Weihnachtstag,LAND,BW,
26.12.12,Zweiter Weihnachtstag,LAND,BW,
26.12.13,Zweiter Weihnachtstag,LAND,BW,
26.12.14,Zweiter Weihnachtstag,LAND,BW,
26.12.15,Zweiter Weihnachtstag,LAND,BW,
26.12.16,Zweiter Weihnachtstag,LAND,BW,
26.12.17,Zweiter Weihnachtstag,LAND,BW,
26.12.18,Zweiter Weihnachtstag,LAND,BW,
26.12.19,Zweiter Weihnachtstag,LAND,BW,
26.12.20,Zweiter Weihnachtstag,LAND,BW,
26.12.21,Zweiter Weihnachtstag,LAND,BW,
26.12.22,Zweiter Weihnachtstag,LAND,BW,
26.12.23,Zweiter Weihnachtstag,LAND,BW,
26.12.24,Zweiter Weihnachtstag,LAND,BW,
26.12.25,Zweiter Weihnachtstag,LAND,BW,
26.12.26,Zweiter Weihnachtstag,LAND,BW,
31.10.17,Reformationsfest,LAND,BW,
01.01.00,Neujahr,LAND,Bayern,
01.01.01,Neujahr,LAND,Bayern,
01.01.02,Neujahr,LAND,Bayern,
01.01.03,Neujahr,LAND,Bayern,
01.01.04,Neujahr,LAND,Bayern,
01.01.05,Neujahr,LAND,Bayern,
01.01.06,Neujahr,LAND,Bayern,
01.01.07,Neujahr,LAND,Bayern,
01.01.08,Neujahr,LAND,Bayern,
01.01.09,Neujahr,LAND,Bayern,
01.01.10,Neujahr,LAND,Bayern,
01.01.11,Neujahr,LAND,Bayern,
01.01.12,Neujahr,LAND,Bayern,
01.01.13,Neujahr,LAND,Bayern,
01.01.14,Neujahr,LAND,Bayern,
01.01.15,Neujahr,LAND,Bayern,
01.01.16,Neujahr,LAND,Bayern,
01.01.17,Neujahr,LAND,Bayern,
01.01.18,Neujahr,LAND,Bayern,
01.01.19,Neujahr,LAND,Bayern,
01.01.20,Neujahr,LAND,Bayern,
01.01.21,Neujahr,LAND,Bayern,
01.01.22,Neujahr,LAND,Bayern,
01.01.23,Neujahr,LAND,Bayern,
01.01.24,Neujahr,LAND,Bayern,
01.01.25,Neujahr,LAND,Bayern,
01.01.26,Neujahr,LAND,Bayern,
06.01.00,Erscheinungsfest,LAND,Bayern,
06.01.01,Erscheinungsfest,LAND,Bayern,
06.01.02,Erscheinungsfest,LAND,Bayern,
06.01.03,Erscheinungsfest,LAND,Bayern,
06.01.04,Erscheinungsfest,LAND,Bayern,
06.01.05,Erscheinungsfest,LAND,Bayern,
06.01.06,Erscheinungsfest,LAND,Bayern,
06.01.07,Erscheinungsfest,LAND,Bayern,
06.01.08,Erscheinungsfest,LAND,Bayern,
06.01.09,Erscheinungsfest,LAND,Bayern,
06.01.10,Erscheinungsfest,LAND,Bayern,
06.01.11,Erscheinungsfest,LAND,Bayern,
06.01.12,Erscheinungsfest,LAND,Bayern,
06.01.13,Erscheinungsfest,LAND,Bayern,
06.01.14,Erscheinungsfest,LAND,Bayern,
06.01.15,Erscheinungsfest,LAND,Bayern,
06.01.16,Erscheinungsfest,LAND,Bayern,
06.01.17,Erscheinungsfest,LAND,Bayern,
06.01.18,Erscheinungsfest,LAND,Bayern,
06.01.19,Erscheinungsfest,LAND,Bayern,
06.01.20,Erscheinungsfest,LAND,Bayern,
06.01.21,Erscheinungsfest,LAND,Bayern,
06.01.22,Erscheinungsfest,LAND,Bayern,
06.01.23,Erscheinungsfest,LAND,Bayern,
06.01.24,Erscheinungsfest,LAND,Bayern,
06.01.25,Erscheinungsfest,LAND,Bayern,
06.01.26,Erscheinungsfest,LAND,Bayern,
21.04.00, Karfreitag,LAND,Bayern,
24.04.00, Ostermontag,LAND,Bayern,
01.06.00,Christi Himmelfahrt,LAND,Bayern,
12.06.00, Pfingstmontag,LAND,Bayern,
22.06.00, Fronleichnam,LAND,Bayern,
13.04.01, Karfreitag,LAND,Bayern,
16.04.01, Ostermontag,LAND,Bayern,
24.05.01,Christi Himmelfahrt,LAND,Bayern,
04.06.01, Pfingstmontag,LAND,Bayern,
14.06.01, Fronleichnam,LAND,Bayern,
29.03.02, Karfreitag,LAND,Bayern,
01.04.02, Ostermontag,LAND,Bayern,
09.05.02,Christi Himmelfahrt,LAND,Bayern,
20.05.02, Pfingstmontag,LAND,Bayern,
30.05.02, Fronleichnam,LAND,Bayern,
18.04.03, Karfreitag,LAND,Bayern,
21.04.03, Ostermontag,LAND,Bayern,
29.05.03,Christi Himmelfahrt,LAND,Bayern,
09.06.03, Pfingstmontag,LAND,Bayern,
19.06.03, Fronleichnam,LAND,Bayern,
09.04.04, Karfreitag,LAND,Bayern,
12.04.04, Ostermontag,LAND,Bayern,
20.05.04,Christi Himmelfahrt,LAND,Bayern,
31.05.04, Pfingstmontag,LAND,Bayern,
10.06.04, Fronleichnam,LAND,Bayern,
25.03.05, Karfreitag,LAND,Bayern,
28.03.05, Ostermontag,LAND,Bayern,
05.05.05,Christi Himmelfahrt,LAND,Bayern,
16.05.05, Pfingstmontag,LAND,Bayern,
26.05.05, Fronleichnam,LAND,Bayern,
14.04.06, Karfreitag,LAND,Bayern,
17.04.06, Ostermontag,LAND,Bayern,
25.05.06,Christi Himmelfahrt,LAND,Bayern,
05.06.06, Pfingstmontag,LAND,Bayern,
15.06.06, Fronleichnam,LAND,Bayern,
06.04.07, Karfreitag,LAND,Bayern,
09.04.07, Ostermontag,LAND,Bayern,
17.05.07,Christi Himmelfahrt,LAND,Bayern,
28.05.07, Pfingstmontag,LAND,Bayern,
07.06.07, Fronleichnam,LAND,Bayern,
21.03.08, Karfreitag,LAND,Bayern,
24.03.08, Ostermontag,LAND,Bayern,
01.05.08,Christi Himmelfahrt,LAND,Bayern,
12.05.08, Pfingstmontag,LAND,Bayern,
22.05.08, Fronleichnam,LAND,Bayern,
10.04.09, Karfreitag,LAND,Bayern,
13.04.09, Ostermontag,LAND,Bayern,
21.05.09,Christi Himmelfahrt,LAND,Bayern,
01.06.09, Pfingstmontag,LAND,Bayern,
11.06.09, Fronleichnam,LAND,Bayern,
02.04.10, Karfreitag,LAND,Bayern,
05.04.10, Ostermontag,LAND,Bayern,
13.05.10,Christi Himmelfahrt,LAND,Bayern,
24.05.10, Pfingstmontag,LAND,Bayern,
03.06.10, Fronleichnam,LAND,Bayern,
22.04.11, Karfreitag,LAND,Bayern,
25.04.11, Ostermontag,LAND,Bayern,
02.06.11,Christi Himmelfahrt,LAND,Bayern,
13.06.11, Pfingstmontag,LAND,Bayern,
23.06.11, Fronleichnam,LAND,Bayern,
06.04.12, Karfreitag,LAND,Bayern,
09.04.12, Ostermontag,LAND,Bayern,
17.05.12,Christi Himmelfahrt,LAND,Bayern,
28.05.12, Pfingstmontag,LAND,Bayern,
07.06.12, Fronleichnam,LAND,Bayern,
29.03.13, Karfreitag,LAND,Bayern,
01.04.13, Ostermontag,LAND,Bayern,
09.05.13,Christi Himmelfahrt,LAND,Bayern,
20.05.13, Pfingstmontag,LAND,Bayern,
30.05.13, Fronleichnam,LAND,Bayern,
18.04.14, Karfreitag,LAND,Bayern,
21.04.14, Ostermontag,LAND,Bayern,
29.05.14,Christi Himmelfahrt,LAND,Bayern,
09.06.14, Pfingstmontag,LAND,Bayern,
19.06.14, Fronleichnam,LAND,Bayern,
03.04.15, Karfreitag,LAND,Bayern,
06.04.15, Ostermontag,LAND,Bayern,
14.05.15,Christi Himmelfahrt,LAND,Bayern,
25.05.15, Pfingstmontag,LAND,Bayern,
04.06.15, Fronleichnam,LAND,Bayern,
25.03.16, Karfreitag,LAND,Bayern,
28.03.16, Ostermontag,LAND,Bayern,
05.05.16,Christi Himmelfahrt,LAND,Bayern,
16.05.16, Pfingstmontag,LAND,Bayern,
26.05.16, Fronleichnam,LAND,Bayern,
14.04.17, Karfreitag,LAND,Bayern,
17.04.17, Ostermontag,LAND,Bayern,
25.05.17,Christi Himmelfahrt,LAND,Bayern,
05.06.17, Pfingstmontag,LAND,Bayern,
15.06.17, Fronleichnam,LAND,Bayern,
30.03.18, Karfreitag,LAND,Bayern,
02.04.18, Ostermontag,LAND,Bayern,
10.05.18,Christi Himmelfahrt,LAND,Bayern,
21.05.18, Pfingstmontag,LAND,Bayern,
31.05.18, Fronleichnam,LAND,Bayern,
19.04.19, Karfreitag,LAND,Bayern,
22.04.19, Ostermontag,LAND,Bayern,
30.05.19,Christi Himmelfahrt,LAND,Bayern,
10.06.19, Pfingstmontag,LAND,Bayern,
20.06.19, Fronleichnam,LAND,Bayern,
10.04.20, Karfreitag,LAND,Bayern,
13.04.20, Ostermontag,LAND,Bayern,
21.05.20,Christi Himmelfahrt,LAND,Bayern,
01.06.20, Pfingstmontag,LAND,Bayern,
11.06.20, Fronleichnam,LAND,Bayern,
02.04.21, Karfreitag,LAND,Bayern,
05.04.21, Ostermontag,LAND,Bayern,
13.05.21,Christi Himmelfahrt,LAND,Bayern,
24.05.21, Pfingstmontag,LAND,Bayern,
03.06.21, Fronleichnam,LAND,Bayern,
15.04.22, Karfreitag,LAND,Bayern,
18.04.22, Ostermontag,LAND,Bayern,
26.05.22,Christi Himmelfahrt,LAND,Bayern,
06.06.22, Pfingstmontag,LAND,Bayern,
16.06.22, Fronleichnam,LAND,Bayern,
07.04.23, Karfreitag,LAND,Bayern,
10.04.23, Ostermontag,LAND,Bayern,
18.05.23,Christi Himmelfahrt,LAND,Bayern,
29.05.23, Pfingstmontag,LAND,Bayern,
08.06.23, Fronleichnam,LAND,Bayern,
29.03.24, Karfreitag,LAND,Bayern,
01.04.24, Ostermontag,LAND,Bayern,
09.05.24,Christi Himmelfahrt,LAND,Bayern,
20.05.24, Pfingstmontag,LAND,Bayern,
30.05.24, Fronleichnam,LAND,Bayern,
18.04.25, Karfreitag,LAND,Bayern,
21.04.25, Ostermontag,LAND,Bayern,
29.05.25,Christi Himmelfahrt,LAND,Bayern,
09.06.25, Pfingstmontag,LAND,Bayern,
19.06.25, Fronleichnam,LAND,Bayern,
03.04.26, Karfreitag,LAND,Bayern,
06.04.26, Ostermontag,LAND,Bayern,
14.05.26,Christi Himmelfahrt,LAND,Bayern,
25.05.26, Pfingstmontag,LAND,Bayern,
04.06.26, Fronleichnam,LAND,Bayern,
01.05.00,1. Mai,LAND,Bayern,
01.05.01,1. Mai,LAND,Bayern,
01.05.02,1. Mai,LAND,Bayern,
01.05.03,1. Mai,LAND,Bayern,
01.05.04,1. Mai,LAND,Bayern,
01.05.05,1. Mai,LAND,Bayern,
01.05.06,1. Mai,LAND,Bayern,
01.05.07,1. Mai,LAND,Bayern,
01.05.08,1. Mai,LAND,Bayern,
01.05.09,1. Mai,LAND,Bayern,
01.05.10,1. Mai,LAND,Bayern,
01.05.11,1. Mai,LAND,Bayern,
01.05.12,1. Mai,LAND,Bayern,
01.05.13,1. Mai,LAND,Bayern,
01.05.14,1. Mai,LAND,Bayern,
01.05.15,1. Mai,LAND,Bayern,
01.05.16,1. Mai,LAND,Bayern,
01.05.17,1. Mai,LAND,Bayern,
01.05.18,1. Mai,LAND,Bayern,
01.05.19,1. Mai,LAND,Bayern,
01.05.20,1. Mai,LAND,Bayern,
01.05.21,1. Mai,LAND,Bayern,
01.05.22,1. Mai,LAND,Bayern,
01.05.23,1. Mai,LAND,Bayern,
01.05.24,1. Mai,LAND,Bayern,
01.05.25,1. Mai,LAND,Bayern,
01.05.26,1. Mai,LAND,Bayern,
01.11.00,Allerheiligen,LAND,Bayern,
01.11.01,Allerheiligen,LAND,Bayern,
01.11.02,Allerheiligen,LAND,Bayern,
01.11.03,Allerheiligen,LAND,Bayern,
01.11.04,Allerheiligen,LAND,Bayern,
01.11.05,Allerheiligen,LAND,Bayern,
01.11.06,Allerheiligen,LAND,Bayern,
01.11.07,Allerheiligen,LAND,Bayern,
01.11.08,Allerheiligen,LAND,Bayern,
01.11.09,Allerheiligen,LAND,Bayern,
01.11.10,Allerheiligen,LAND,Bayern,
01.11.11,Allerheiligen,LAND,Bayern,
01.11.12,Allerheiligen,LAND,Bayern,
01.11.13,Allerheiligen,LAND,Bayern,
01.11.14,Allerheiligen,LAND,Bayern,
01.11.15,Allerheiligen,LAND,Bayern,
01.11.16,Allerheiligen,LAND,Bayern,
01.11.17,Allerheiligen,LAND,Bayern,
01.11.18,Allerheiligen,LAND,Bayern,
01.11.19,Allerheiligen,LAND,Bayern,
01.11.20,Allerheiligen,LAND,Bayern,
01.11.21,Allerheiligen,LAND,Bayern,
01.11.22,Allerheiligen,LAND,Bayern,
01.11.23,Allerheiligen,LAND,Bayern,
01.11.24,Allerheiligen,LAND,Bayern,
01.11.25,Allerheiligen,LAND,Bayern,
01.11.26,Allerheiligen,LAND,Bayern,
25.12.00,Erster Weihnachtstag,LAND,Bayern,
25.12.01,Erster Weihnachtstag,LAND,Bayern,
25.12.02,Erster Weihnachtstag,LAND,Bayern,
25.12.03,Erster Weihnachtstag,LAND,Bayern,
25.12.04,Erster Weihnachtstag,LAND,Bayern,
25.12.05,Erster Weihnachtstag,LAND,Bayern,
25.12.06,Erster Weihnachtstag,LAND,Bayern,
25.12.07,Erster Weihnachtstag,LAND,Bayern,
25.12.08,Erster Weihnachtstag,LAND,Bayern,
25.12.09,Erster Weihnachtstag,LAND,Bayern,
25.12.10,Erster Weihnachtstag,LAND,Bayern,
25.12.11,Erster Weihnachtstag,LAND,Bayern,
25.12.12,Erster Weihnachtstag,LAND,Bayern,
25.12.13,Erster Weihnachtstag,LAND,Bayern,
25.12.14,Erster Weihnachtstag,LAND,Bayern,
25.12.15,Erster Weihnachtstag,LAND,Bayern,
25.12.16,Erster Weihnachtstag,LAND,Bayern,
25.12.17,Erster Weihnachtstag,LAND,Bayern,
25.12.18,Erster Weihnachtstag,LAND,Bayern,
