date,name,issuer_type,issuer,note
21.03.08, Karfreitag,LAND,Brandenburg,
24.03.08, Ostermontag,LAND,Brandenburg,
01.05.08,Christi Himmelfahrtstag,LAND,Brandenburg,
12.05.08, Pfingstmontag,LAND,Brandenburg,
10.04.09, Karfreitag,LAND,Brandenburg,
13.04.09, Ostermontag,LAND,Brandenburg,
21.05.09,Christi Himmelfahrtstag,LAND,Brandenburg,
01.06.09, Pfingstmontag,LAND,Brandenburg,
02.04.10, Karfreitag,LAND,Brandenburg,
05.04.10, Ostermontag,LAND,Brandenburg,
13.05.10,Christi Himmelfahrtstag,LAND,Brandenburg,
24.05.10, Pfingstmontag,LAND,Brandenburg,
22.04.11, Karfreitag,LAND,Brandenburg,
25.04.11, Ostermontag,LAND,Brandenburg,
02.06.11,Christi Himmelfahrtstag,LAND,Brandenburg,
13.06.11, Pfingstmontag,LAND,Brandenburg,
06.04.12, Karfreitag,LAND,Brandenburg,
09.04.12, Ostermontag,LAND,Brandenburg,
17.05.12,Christi Himmelfahrtstag,LAND,Brandenburg,
28.05.12, Pfingstmontag,LAND,Brandenburg,
29.03.13, Karfreitag,LAND,Brandenburg,
01.04.13, Ostermontag,LAND,Brandenburg,
09.05.13,Christi Himmelfahrtstag,LAND,Brandenburg,
20.05.13, Pfingstmontag,LAND,Brandenburg,
18.04.14, Karfreitag,LAND,Brandenburg,
21.04.14, Ostermontag,LAND,Brandenburg,
29.05.14,Christi Himmelfahrtstag,LAND,Brandenburg,
09.06.14, Pfingstmontag,LAND,Brandenburg,
03.04.15, Karfreitag,LAND,Brandenburg,
06.04.15, Ostermontag,LAND,Brandenburg,
14.05.15,Christi Himmelfahrtstag,LAND,Brandenburg,
25.05.15, Pfingstmontag,LAND,Brandenburg,
25.03.16, Karfreitag,LAND,Brandenburg,
28.03.16, Ostermontag,LAND,Brandenburg,
05.05.16,Christi Himmelfahrtstag,LAND,Brandenburg,
16.05.16, Pfingstmontag,LAND,Brandenburg,
14.04.17, Karfreitag,LAND,Brandenburg,
17.04.17, Ostermontag,LAND,Brandenburg,
25.05.17,Christi Himmelfahrtstag,LAND,Brandenburg,
05.06.17, Pfingstmontag,LAND,Brandenburg,
30.03.18, Karfreitag,LAND,Brandenburg,
02.04.18, Ostermontag,LAND,Brandenburg,
10.05.18,Christi Himmelfahrtstag,LAND,Brandenburg,
21.05.18, Pfingstmontag,LAND,Brandenburg,
19.04.19, Karfreitag,LAND,Brandenburg,
22.04.19, Ostermontag,LAND,Brandenburg,
30.05.19,Christi Himmelfahrtstag,LAND,Brandenburg,
10.06.19, Pfingstmontag,LAND,Brandenburg,
10.04.20, Karfreitag,LAND,Brandenburg,
13.04.20, Ostermontag,LAND,Brandenburg,
21.05.20,Christi Himmelfahrtstag,LAND,Brandenburg,
01.06.20, Pfingstmontag,LAND,Brandenburg,
02.04.21, Karfreitag,LAND,Brandenburg,
05.04.21, Ostermontag,LAND,Brandenburg,
13.05.21,Christi Himmelfahrtstag,LAND,Brandenburg,
24.05.21, Pfingstmontag,LAND,Brandenburg,
15.04.22, Karfreitag,LAND,Brandenburg,
18.04.22, Ostermontag,LAND,Brandenburg,
26.05.22,Christi Himmelfahrtstag,LAND,Brandenburg,
06.06.22, Pfingstmontag,LAND,Brandenburg,
07.04.23, Karfreitag,LAND,Brandenburg,
10.04.23, Ostermontag,LAND,Brandenburg,
18.05.23,Christi Himmelfahrtstag,LAND,Brandenburg,
29.05.23, Pfingstmontag,LAND,Brandenburg,
29.03.24, Karfreitag,LAND,Brandenburg,
01.04.24, Ostermontag,LAND,Brandenburg,
09.05.24,Christi Himmelfahrtstag,LAND,Brandenburg,
20.05.24, Pfingstmontag,LAND,Brandenburg,
18.04.25, Karfreitag,LAND,Brandenburg,
21.04.25, Ostermontag,LAND,Brandenburg,
29.05.25,Christi Himmelfahrtstag,LAND,Brandenburg,
09.06.25, Pfingstmontag,LAND,Brandenburg,
03.04.26, Karfreitag,LAND,Brandenburg,
06.04.26, Ostermontag,LAND,Brandenburg,
14.05.26,Christi Himmelfahrtstag,LAND,Brandenburg,
25.05.26, Pfingstmontag,LAND,Brandenburg,
01.05.00,Tag der Arbeit,LAND,Brandenburg,
01.05.01,Tag der Arbeit,LAND,Brandenburg,
01.05.02,Tag der Arbeit,LAND,Brandenburg,
01.05.03,Tag der Arbeit,LAND,Brandenburg,
01.05.04,Tag der Arbeit,LAND,Brandenburg,
01.05.05,Tag der Arbeit,LAND,Brandenburg,
01.05.06,Tag der Arbeit,LAND,Brandenburg,
01.05.07,Tag der Arbeit,LAND,Brandenburg,
01.05.08,Tag der Arbeit,LAND,Brandenburg,
01.05.09,Tag der Arbeit,LAND,Brandenburg,
01.05.10,Tag der Arbeit,LAND,Brandenburg,
01.05.11,Tag der Arbeit,LAND,Brandenburg,
01.05.12,Tag der Arbeit,LAND,Brandenburg,
01.05.13,Tag der Arbeit,LAND,Brandenburg,
01.05.14,Tag der Arbeit,LAND,Brandenburg,
01.05.15,Tag der Arbeit,LAND,Brandenburg,
01.05.16,Tag der Arbeit,LAND,Brandenburg,
01.05.17,Tag der Arbeit,LAND,Brandenburg,
01.05.18,Tag der Arbeit,LAND,Brandenburg,
01.05.19,Tag der Arbeit,LAND,Brandenburg,
01.05.20,Tag der Arbeit,LAND,Brandenburg,
01.05.21,Tag der Arbeit,LAND,Brandenburg,
01.05.22,Tag der Arbeit,LAND,Brandenburg,
01.05.23,Tag der Arbeit,LAND,Brandenburg,
01.05.24,Tag der Arbeit,LAND,Brandenburg,
01.05.25,Tag der Arbeit,LAND,Brandenburg,
01.05.26,Tag der Arbeit,LAND,Brandenburg,
25.12.00,1. Weihnachtsfeiertag,LAND,Brandenburg,
25.12.01,1. Weihnachtsfeiertag,LAND,Brandenburg,
25.12.02,1. Weihnachtsfeiertag,LAND,Brandenburg,
25.12.03,1. Weihnachtsfeiertag,LAND,Brandenburg,
25.12.04,1. Weihnachtsfeiertag,LAND,Brandenburg,
25.12.05,1. Weihnachtsfeiertag,LAND,Brandenburg,
25.12.06,1. Weihnachtsfeiertag,LAND,Brandenburg,
25.12.07,1. Weihnachtsfeiertag,LAND,Brandenburg,
25.12.08,1. Weihnachtsfeiertag,LAND,Brandenburg,
25.12.09,1. Weihnachtsfeiertag,LAND,Brandenburg,
25.12.10,1. Weihnachtsfeiertag,LAND,Brandenburg,
25.12.11,1. Weihnachtsfeiertag,LAND,Brandenburg,
25.12.12,1. Weihnachtsfeiertag,LAND,Brandenburg,
25.12.13,1. Weihnachtsfeiertag,LAND,Brandenburg,
25.12.14,1. Weihnachtsfeiertag,LAND,Brandenburg,
25.12.15,1. Weihnachtsfeiertag,LAND,Brandenburg,
25.12.16,1. Weihnachtsfeiertag,LAND,Brandenburg,
25.12.17,1. Weihnachtsfeiertag,LAND,Brandenburg,
25.12.18,1. Weihnachtsfeiertag,LAND,Brandenburg,
25.12.19,1. Weihnachtsfeiertag,LAND,Brandenburg,
25.12.20,1. Weihnachtsfeiertag,LAND,Brandenburg,
25.12.21,1. Weihnachtsfeiertag,LAND,Brandenburg,
25.12.22,1. Weihnachtsfeiertag,LAND,Brandenburg,
25.12.23,1. Weihnachtsfeiertag,LAND,Brandenburg,
25.12.24,1. Weihnachtsfeiertag,LAND,Brandenburg,
25.12.25,1. Weihnachtsfeiertag,LAND,Brandenburg,
25.12.26,1. Weihnachtsfeiertag,LAND,Brandenburg,
26.12.00,2. Weihnachtsfeiertag,LAND,Brandenburg,
26.12.01,2. Weihnachtsfeiertag,LAND,Brandenburg,
26.12.02,2. Weihnachtsfeiertag,LAND,Brandenburg,
26.12.03,2. Weihnachtsfeiertag,LAND,Brandenburg,
26.12.04,2. Weihnachtsfeiertag,LAND,Brandenburg,
26.12.05,2. Weihnachtsfeiertag,LAND,Brandenburg,
26.12.06,2. Weihnachtsfeiertag,LAND,Brandenburg,
26.12.07,2. Weihnachtsfeiertag,LAND,Brandenburg,
26.12.08,2. Weihnachtsfeiertag,LAND,Brandenburg,
26.12.09,2. Weihnachtsfeiertag,LAND,Brandenburg,
26.12.10,2. Weihnachtsfeiertag,LAND,Brandenburg,
26.12.11,2. Weihnachtsfeiertag,LAND,Brandenburg,
26.12.12,2. Weihnachtsfeiertag,LAND,Brandenburg,
26.12.13,2. Weihnachtsfeiertag,LAND,Brandenburg,
26.12.14,2. Weihnachtsfeiertag,LAND,Brandenburg,
26.12.15,2. Weihnachtsfeiertag,LAND,Brandenburg,
26.12.16,2. Weihnachtsfeiertag,LAND,Brandenburg,
26.12.17,2. Weihnachtsfeiertag,LAND,Brandenburg,
26.12.18,2. Weihnachtsfeiertag,LAND,Brandenburg,
26.12.19,2. Weihnachtsfeiertag,LAND,Brandenburg,
26.12.20,2. Weihnachtsfeiertag,LAND,Brandenburg,
26.12.21,2. Weihnachtsfeiertag,LAND,Brandenburg,
26.12.22,2. Weihnachtsfeiertag,LAND,Brandenburg,
26.12.23,2. Weihnachtsfeiertag,LAND,Brandenburg,
26.12.24,2. Weihnachtsfeiertag,LAND,Brandenburg,
26.12.25,2. Weihnachtsfeiertag,LAND,Brandenburg,
26.12.26,2. Weihnachtsfeiertag,LAND,Brandenburg,
31.10.00,Reformationsfest,LAND,Brandenburg,
31.10.01,Reformationsfest,LAND,Brandenburg,
31.10.02,Reformationsfest,LAND,Brandenburg,
31.10.03,Reformationsfest,LAND,Brandenburg,
31.10.04,Reformationsfest,LAND,Brandenburg,
31.10.05,Reformationsfest,LAND,Brandenburg,
31.10.06,Reformationsfest,LAND,Brandenburg,
31.10.07,Reformationsfest,LAND,Brandenburg,
31.10.08,Reformationsfest,LAND,Brandenburg,
31.10.09,Reformationsfest,LAND,Brandenburg,
31.10.10,Reformationsfest,LAND,Brandenburg,
31.10.11,Reformationsfest,LAND,Brandenburg,
31.10.12,Reformationsfest,LAND,Brandenburg,
31.10.13,Reformationsfest,LAND,Brandenburg,
31.10.14,Reformationsfest,LAND,Brandenburg,
31.10.15,Reformationsfest,LAND,Brandenburg,
31.10.16,Reformationsfest,LAND,Brandenburg,
31.10.17,Reformationsfest,LAND,Brandenburg,
31.10.18,Reformationsfest,LAND,Brandenburg,
31.10.19,Reformationsfest,LAND,Brandenburg,
31.10.20,Reformationsfest,LAND,Brandenburg,
31.10.21,Reformationsfest,LAND,Brandenburg,
31.10.22,Reformationsfest,LAND,Brandenburg,
31.10.23,Reformationsfest,LAND,Brandenburg,
31.10.24,Reformationsfest,LAND,Brandenburg,
31.10.25,Reformationsfest,LAND,Brandenburg,
31.10.26,Reformationsfest,LAND,Brandenburg,
01.01.00,Neujahrstag,LAND,Bremen,
01.01.01,Neujahrstag,LAND,Bremen,
01.01.02,Neujahrstag,LAND,Bremen,
01.01.03,Neujahrstag,LAND,Bremen,
01.01.04,Neujahrstag,LAND,Bremen,
01.01.05,Neujahrstag,LAND,Bremen,
01.01.06,Neujahrstag,LAND,Bremen,
01.01.07,Neujahrstag,LAND,Bremen,
01.01.08,Neujahrstag,LAND,Bremen,
01.01.09,Neujahrstag,LAND,Bremen,
01.01.10,Neujahrstag,LAND,Bremen,
01.01.11,Neujahrstag,LAND,Bremen,
01.01.12,Neujahrstag,LAND,Bremen,
01.01.13,Neujahrstag,LAND,Bremen,
01.01.14,Neujahrstag,LAND,Bremen,
01.01.15,Neujahrstag,LAND,Bremen,
01.01.16,Neujahrstag,LAND,Bremen,
01.01.17,Neujahrstag,LAND,Bremen,
01.01.18,Neujahrstag,LAND,Bremen,
01.01.19,Neujahrstag,LAND,Bremen,
01.01.20,Neujahrstag,LAND,Bremen,
01.01.21,Neujahrstag,LAND,Bremen,
01.01.22,Neujahrstag,LAND,Bremen,
01.01.23,Neujahrstag,LAND,Bremen,
01.01.24,Neujahrstag,LAND,Bremen,
01.01.25,Neujahrstag,LAND,Bremen,
01.01.26,Neujahrstag,LAND,Bremen,
21.04.00, Karfreitag,LAND,Bremen,
24.04.00, Ostermontag,LAND,Bremen,
01.06.00,Himmelfahrtstag,LAND,Bremen,
12.06.00, Pfingstmontag,LAND,Bremen,
13.04.01, Karfreitag,LAND,Bremen,
16.04.01, Ostermontag,LAND,Bremen,
24.05.01,Himmelfahrtstag,LAND,Bremen,
04.06.01, Pfingstmontag,LAND,Bremen,
29.03.02, Karfreitag,LAND,Bremen,
01.04.02, Ostermontag,LAND,Bremen,
09.05.02,Himmelfahrtstag,LAND,Bremen,
20.05.02, Pfingstmontag,LAND,Bremen,
18.04.03, Karfreitag,LAND,Bremen,
21.04.03, Ostermontag,LAND,Bremen,
29.05.03,Himmelfahrtstag,LAND,Bremen,
09.06.03, Pfingstmontag,LAND,Bremen,
09.04.04, Karfreitag,LAND,Bremen,
12.04.04, Ostermontag,LAND,Bremen,
20.05.04,Himmelfahrtstag,LAND,Bremen,
31.05.04, Pfingstmontag,LAND,Bremen,
25.03.05, Karfreitag,LAND,Bremen,
28.03.05, Ostermontag,LAND,Bremen,
05.05.05,Himmelfahrtstag,LAND,Bremen,
16.05.05, Pfingstmontag,LAND,Bremen,
14.04.06, Karfreitag,LAND,Bremen,
17.04.06, Ostermontag,LAND,Bremen,
25.05.06,Himmelfahrtstag,LAND,Bremen,
05.06.06, Pfingstmontag,LAND,Bremen,
06.04.07, Karfreitag,LAND,Bremen,
09.04.07, Ostermontag,LAND,Bremen,
17.05.07,Himmelfahrtstag,LAND,Bremen,
28.05.07, Pfingstmontag,LAND,Bremen,
21.03.08, Karfreitag,LAND,Bremen,
24.03.08, Ostermontag,LAND,Bremen,
01.05.08,Himmelfahrtstag,LAND,Bremen,
12.05.08, Pfingstmontag,LAND,Bremen,
10.04.09, Karfreitag,LAND,Bremen,
13.04.09, Ostermontag,LAND,Bremen,
21.05.09,Himmelfahrtstag,LAND,Bremen,
01.06.09, Pfingstmontag,LAND,Bremen,
02.04.10, Karfreitag,LAND,Bremen,
05.04.10, Ostermontag,LAND,Bremen,
13.05.10,Himmelfahrtstag,LAND,Bremen,
24.05.10, Pfingstmontag,LAND,Bremen,
22.04.11, Karfreitag,LAND,Bremen,
25.04.11, Ostermontag,LAND,Bremen,
02.06.11,Himmelfahrtstag,LAND,Bremen,
13.06.11, Pfingstmontag,LAND,Bremen,
06.04.12, Karfreitag,LAND,Bremen,
09.04.12, Ostermontag,LAND,Bremen,
17.05.12,Himmelfahrtstag,LAND,Bremen,
28.05.12, Pfingstmontag,LAND,Bremen,
29.03.13, Karfreitag,LAND,Bremen,
01.04.13, Ostermontag,LAND,Bremen,
09.05.13,Himmelfahrtstag,LAND,Bremen,
20.05.13, Pfingstmontag,LAND,Bremen,
18.04.14, Karfreitag,LAND,Bremen,
21.04.14, Ostermontag,LAND,Bremen,
29.05.14,Himmelfahrtstag,LAND,Bremen,
09.06.14, Pfingstmontag,LAND,Bremen,
03.04.15, Karfreitag,LAND,Bremen,
06.04.15, Ostermontag,LAND,Bremen,
14.05.15,Himmelfahrtstag,LAND,Bremen,
25.05.15, Pfingstmontag,LAND,Bremen,
25.03.16, Karfreitag,LAND,Bremen,
28.03.16, Ostermontag,LAND,Bremen,
05.05.16,Himmelfahrtstag,LAND,Bremen,
16.05.16, Pfingstmontag,LAND,Bremen,
14.04.17, Karfreitag,LAND,Bremen,
17.04.17, Ostermontag,LAND,Bremen,
25.05.17,Himmelfahrtstag,LAND,Bremen,
05.06.17, Pfingstmontag,LAND,Bremen,
30.03.18, Karfreitag,LAND,Bremen,
02.04.18, Ostermontag,LAND,Bremen,
10.05.18,Himmelfahrtstag,LAND,Bremen,
21.05.18, Pfingstmontag,LAND,Bremen,
19.04.19, Karfreitag,LAND,Bremen,
22.04.19, Ostermontag,LAND,Bremen,
30.05.19,Himmelfahrtstag,LAND,Bremen,
10.06.19, Pfingstmontag,LAND,Bremen,
10.04.20, Karfreitag,LAND,Bremen,
13.04.20, Ostermontag,LAND,Bremen,
21.05.20,Himmelfahrtstag,LAND,Bremen,
01.06.20, Pfingstmontag,LAND,Bremen,
02.04.21, Karfreitag,LAND,Bremen,
05.04.21, Ostermontag,LAND,Bremen,
13.05.21,Himmelfahrtstag,LAND,Bremen,
24.05.21, Pfingstmontag,LAND,Bremen,
15.04.22, Karfreitag,LAND,Bremen,
18.04.22, Ostermontag,LAND,Bremen,
26.05.22,Himmelfahrtstag,LAND,Bremen,
06.06.22, Pfingstmontag,LAND,Bremen,
07.04.23, Karfreitag,LAND,Bremen,
10.04.23, Ostermontag,LAND,Bremen,
18.05.23,Himmelfahrtstag,LAND,Bremen,
29.05.23, Pfingstmontag,LAND,Bremen,
29.03.24, Karfreitag,LAND,Bremen,
01.04.24, Ostermontag,LAND,Bremen,
09.05.24,Himmelfahrtstag,LAND,Bremen,
20.05.24, Pfingstmontag,LAND,Bremen,
18.04.25, Karfreitag,LAND,Bremen,
21.04.25, Ostermontag,LAND,Bremen,
29.05.25,Himmelfahrtstag,LAND,Bremen,
09.06.25, Pfingstmontag,LAND,Bremen,
03.04.26, Karfreitag,LAND,Bremen,
06.04.26, Ostermontag,LAND,Bremen,
14.05.26,Himmelfahrtstag,LAND,Bremen,
25.05.26, Pfingstmontag,LAND,Bremen,
01.05.00,1. Mai,LAND,Bremen,
01.05.01,1. Mai,LAND,Bremen,
01.05.02,1. Mai,LAND,Bremen,
01.05.03,1. Mai,LAND,Bremen,
01.05.04,1. Mai,LAND,Bremen,
01.05.05,1. Mai,LAND,Bremen,
01.05.06,1. Mai,LAND,Bremen,
01.05.07,1. Mai,LAND,Bremen,
01.05.08,1. Mai,LAND,Bremen,
01.05.09,1. Mai,LAND,Bremen,
01.05.10,1. Mai,LAND,Bremen,
01.05.11,1. Mai,LAND,Bremen,
01.05.12,1. Mai,LAND,Bremen,
01.05.13,1. Mai,LAND,Bremen,
01.05.14,1. Mai,LAND,Bremen,
01.05.15,1. Mai,LAND,Bremen,
01.05.16,1. Mai,LAND,Bremen,
01.05.17,1. Mai,LAND,Bremen,
01.05.18,1. Mai,LAND,Bremen,
01.05.19,1. Mai,LAND,Bremen,
01.05.20,1. Mai,LAND,Bremen,
01.05.21,1. Mai,LAND,Bremen,
01.05.22,1. Mai,LAND,Bremen,
01.05.23,1. Mai,LAND,Bremen,
01.05.24,1. Mai,LAND,Bremen,
01.05.25,1. Mai,LAND,Bremen,
01.05.26,1. Mai,LAND,Bremen,
25.12.00,1. Weihnachtstag,LAND,Bremen,
25.12.01,1. Weihnachtstag,LAND,Bremen,
25.12.02,1. Weihnachtstag,LAND,Bremen,
25.12.03,1. Weihnachtstag,LAND,Bremen,
25.12.04,1. Weihnachtstag,LAND,Bremen,
25.12.05,1. Weihnachtstag,LAND,Bremen,
25.12.06,1. Weihnachtstag,LAND,Bremen,
25.12.07,1. Weihnachtstag,LAND,Bremen,
25.12.08,1. Weihnachtstag,LAND,Bremen,
25.12.09,1. Weihnachtstag,LAND,Bremen,
25.12.10,1. Weihnachtstag,LAND,Bremen,
25.12.11,1. Weihnachtstag,LAND,Bremen,
25.12.12,1. Weihnachtstag,LAND,Bremen,
25.12.13,1. Weihnachtstag,LAND,Bremen,
25.12.14,1. Weihnachtstag,LAND,Bremen,
25.12.15,1. Weihnachtstag,LAND,Bremen,
25.12.16,1. Weihnachtstag,LAND,Bremen,
25.12.17,1. Weihnachtstag,LAND,Bremen,
25.12.18,1. Weihnachtstag,LAND,Bremen,
25.12.19,1. Weihnachtstag,LAND,Bremen,
25.12.20,1. Weihnachtstag,LAND,Bremen,
25.12.21,1. Weihnachtstag,LAND,Bremen,
25.12.22,1. Weihnachtstag,LAND,Bremen,
25.12.23,1. Weihnachtstag,LAND,Bremen,
25.12.24,1. Weihnachtstag,LAND,Bremen,
25.12.25,1. Weihnachtstag,LAND,Bremen,
25.12.26,1. Weihnachtstag,LAND,Bremen,
26.12.00,2. Weihnachtstag,LAND,Bremen,
26.12.01,2. Weihnachtstag,LAND,Bremen,
26.12.02,2. Weihnachtstag,LAND,Bremen,
26.12.03,2. Weihnachtstag,LAND,Bremen,
26.12.04,2. Weihnachtstag,LAND,Bremen,
26.12.05,2. Weihnachtstag,LAND,Bremen,
26.12.06,2. Weihnachtstag,LAND,Bremen,
26.12.07,2. Weihnachtstag,LAND,Bremen,
26.12.08,2. Weihnachtstag,LAND,Bremen,
26.12.09,2. Weihnachtstag,LAND,Bremen,
26.12.10,2. Weihnachtstag,LAND,Bremen,
26.12.11,2. Weihnachtstag,LAND,Bremen,
26.12.12,2. Weihnachtstag,LAND,Bremen,
26.12.13,2. Weihnachtstag,LAND,Bremen,
26.12.14,2. Weihnachtstag,LAND,Bremen,
26.12.15,2. Weihnachtstag,LAND,Bremen,
26.12.16,2. Weihnachtstag,LAND,Bremen,
26.12.17,2. Weihnachtstag,LAND,Bremen,
26.12.18,2. Weihnachtstag,LAND,Bremen,
26.12.19,2. Weihnachtstag,LAND,Bremen,
26.12.20,2. Weihnachtstag,LAND,Bremen,
26.12.21,2. Weihnachtstag,LAND,Bremen,
26.12.22,2. Weihnachtstag,LAND,Bremen,
26.12.23,2. Weihnachtstag,LAND,Bremen,
26.12.24,2. Weihnachtstag,LAND,Bremen,
26.12.25,2. Weihnachtstag,LAND,Bremen,
26.12.26,2. Weihnachtstag,LAND,Bremen,
31.10.17,500. Jahrestag der Reformation,LAND,Bremen,
31.10.18,Reformationstag,LAND,Bremen,
31.10.19,Reformationstag,LAND,Bremen,
31.10.20,Reformationstag,LAND,Bremen,
31.10.21,Reformationstag,LAND,Bremen,
31.10.22,Reformationstag,LAND,Bremen,
31.10.23,Reformationstag,LAND,Bremen,
31.10.24,Reformationstag,LAND,Bremen,
31.10.25,Reformationstag,LAND,Bremen,
31.10.26,Reformationstag,LAND,Bremen,
